Permittee,Site Name,Site Address,MCD,County,FID,FIN,Permit,DNR Region,Status
Kraemer Company LLC,Dickerson,E 1/2 NE SEC 27 T10N R3E,Bear Creek - T,Sauk,157062400,28593,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Jackson,N 1/2 NE SE SEC 1 T10N R3E,Franklin - T,Sauk,157064930,28594,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Matoushek,E 1/2 SEC 29 T10N R6E,Sumpter - T,Sauk,157065810,28595,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Prem,S 1/2 SW NE NE SEC 19 T10N R3E,Franklin - T,Sauk,157066250,28597,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Schuknecht,SW SW SEC 25 T9N R4E,Troy - T,Sauk,157066690,28598,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Boss/Lindbloom pit,2022 160th Ave,ST. CROIX FALLS - C,Polk,,59088,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Bosstown Pit,SW NW N 1/2 SW SEC 27 T11N R2W,SYLVAN - T,Richland,,17941,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Huth Quarry,Tuckaway Valley Rd,DAYTON - T,Richland,,46682,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC,Shockley Hill Quarry,Sec.21 T8N R3W,MARIETTA - T,Crawford,,17946,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Kraemer Company LLC Heyn Pit,KRAEMER COMPANY LLC HEYN PIT,CTH C and Hwy 51,HANCOCK - T,Waushara,470000740,16352,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Kraemer Company, LLC",Bjornstad Quarry,8193 Oboe Ave.,PORTLAND - T,Monroe,642087600,43044,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Kraemer Company, LLC. - Fairview Quarry",Fairview Quarry,"S. 1, T10N, R05W",UTICA - T,Crawford,,24682,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Kraemer Company, Litchfield Pit",Kraemer Company Litchfield Pit,Township of Brunswick,BRUNSWICK - T,Eau Claire,618000680,16761,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Kraemer Company, Pierce Pit",The Kraemer Company Pierce Pit,Township of Adams,ADAMS - T,Jackson,627000880,16762,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Kraemer Company, Winsand Pit",The Kraemer Company Winsand Pit,T23 R11W S1,GILMANTON - T,Buffalo,606000780,16765,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Kranig Excavating Inc,Kranig Excavating Inc Decatur Quarry,"W960 Cnty Hwy E, Brodhead, WI 53520",DECATUR - T,Green,123046110,63387,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Krepline Trucking and Excavating Inc,Lisowe Quarry,"N5221 County BB, Chilton",CHILTON - C,Calumet,,26473,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Kropp Trucking Inc,Kleiman Pit,N3735 County Road C,WEST KEWAUNEE - T,Kewaunee,,64965,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Kropp Trucking Inc Kropp Pit,Kropp Trucking Inc Kropp Pit,Rangeline Road,FRANKLIN - T,Kewaunee,431000790,3113,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Kropp Trucking, Inc.",Stangelville Quarry,N1447 County Road AB,FRANKLIN - T,Kewaunee,,36643,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Krueger & Steinfest, Inc.- Gary Thomas Clay",Krueger & Steinfest - Gary Thomas Clay Borrow Pit,"NE NW, Sec. 18, T 29N, R 10E",PLOVER - T,Marathon,737202510,29847,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Krueger and Stienfest Inc,Clover Road Pit,SE SE Sec 12 T31N R11E,ANTIGO - T,Langlade,734035500,52586,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Krueger and Stienfest, Inc",Braun Pit,"Primary parcel #006-0435, Reclamation Permit #31",ANTIGO - T,Langlade,,53305,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Krueger and Stienfest, Inc",Landfill Pit,"Primary Parcel# 201-2801.69, Reclamation permit #49",ANTIGO - T,Langlade,,53304,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Krueger and Stienfest, Inc",Rustick Pit,Parcel#008-0004 Reclamation Permit #46,ELCHO - T,Langlade,,53303,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Krukowski Stone Co Inc,Nemke Stone Inc. Pazdra Pit,Sandy Creek Road,MOSINEE - C,Marathon,737067100,16326,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Krukowski Stone Co Inc- Jozwiak Pit,Jozwiak Pit,"NE, NE, Sec 26, T26N, R8E",GUENTHER - T,Marathon,737215820,36230,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Krukowski Stone Co Inc- Quarry 1,Quarry 1,"SE, SW, Sec 23, T26N, R8E",GUENTHER - T,Marathon,,36231,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Krukowski Stone Co., Inc - Kleismith Quarry",Kleismith Quarry,"4077 CTH C, NW, SE, Sec 25, T26N, R8E",GUENTHER - T,Marathon,737067430,16096,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Krukowski Stone Co., Inc.","Krukowski Stone Co., Inc. Granite Gneiss","T26N, R8E, S23 - NW-NW & SW - NW",GUENTHER - T,Marathon,737005610,16095,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Kurszewski Excavating - Matsche Pit,Matsche Pit,"Sec. 20, T 28N, R 10E",NORRIE - T,Marathon,,25826,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Kyle Bares,Roeckle Pit,6627 County Road Y,SAUKVILLE - T,Ozaukee,246171640,55685,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
L & H Gyr Excavating Inc.,L & H Gyr Taycheedah Site,"SE, SE, S17, T16N, R18E",TAYCHEEDAH - T,Fond Du Lac,420154240,43108,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
L C Cherney Construction Inc,L C Cherney Construction Inc,"CTH NN, Cooperstown",COOPERSTOWN - T,Manitowoc,,28535,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
L J Sperberg Construction Inc Duckrey Pit,L J Sperberg Construction Inc Duckrey Pit,Old 22,GREEN VALLEY - T,Shawano,998253960,16058,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
L J Sperberg Construction Inc Gresham Pit,L J Sperberg Construction Inc - Gresham Pit,"Butternut Road; S2, T27N, R14E",HERMAN - T,Shawano,459022410,16057,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
L.R. Slobodnik Construction,Slobodnik Pit,"N147 SHADYNOOK LANE, WITHEE",MAPLEHURST - T,Taylor,861000580,16118,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
LAFARGE Aggregates Illinois Inc,LAFARGE Aggregates Illinois Inc COLGATE PIT,W249 N9436 Hillside Road,RICHFIELD - T,Washington,267126090,2883,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
"LAMBERSON, STEVEN",LAMBERSON SAND PIT,"NW1/4, NW1/4, SEC 22, T22N, R8W",WHITEHALL - C,Trempealeau,,32858,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
LANNON STONE PRODUCTS INC JACKSON QUARRY,Jackson Quarry,607 Pleasant Valley Rd,JACKSON - T,Washington,267098810,16958,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
LANNON STONE PRODUCTS LANNON QUARRY,LANNON QUARRY,19567 W GOOD HOPE ROAD,LANNON - V,Waukesha,268659930,12842,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
LANNON STONE PRODUCTS SUSSEX QUARRY,SUSSEX QUARRY Lisbon,W220N6799 Town Line Rd,LISBON - T,Waukesha,268455220,12843,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
LEMKE STONE INC,LEMKE STONE INC - QUARRY,19594 W GOOD HOPE ROAD,LANNON - V,Waukesha,268150520,15601,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
LJ Sperberg Construction Inc,Grunewald Pit,T26N R13E S14,GRANT - T,Shawano,,38724,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
LJ Sperberg Construction Inc,Meverden Pit,T28N R11E S35,BIRNAMWOOD - T,Shawano,,38725,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
LJ Sperberg Construction Inc,Millers Pit,T28N R14E Sec25 NWSE,RED SPRINGS - T,Shawano,,25191,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
LJ Sperberg Construction Inc,Schmidts Pit,T27N R13E Sec1,SENECA - T,Shawano,,25190,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
LJ Sperberg Construction Inc,Sperberg Pit,T28N R11E Sec35 SENE,BIRNAMWOOD - T,Shawano,,25189,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
LJ Sperberg Construction Inc,Zernicke Quarry,"W1820 Mile Drive, Pulaski",ANGELICA - T,Shawano,,25188,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
LaGesse David,LaGesse Non Metalic Mine,4041 County Road A,COOKS VALLEY - T,Chippewa,609097500,40747,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Ladick Road Materials Inc,Townline Pit,"Se1/4, SE1/4, Sec 31, T28N, R6E",MARATHON - T,Marathon,,39636,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Ladick Road Materials, Inc. - Emmet Pit",Emmet Pit,"Sec. 19, 20, 29, T27N R 06E",MOSINEE - T,Marathon,,29479,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Laidlaw Pits, LLC. - Town of Richfield Pit",Town of Richfield,"SE 1/4, Sec. 18, T24N, R03E",RICHFIELD - T,Wood,772076030,22577,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Lake Ellen Stone, Inc.","Lake Ellen Stone, Inc.",N2113 Hwy 28,ADELL - V,Sheboygan,460104370,867,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
Lakeland Coop,Cameron pit,SE1/4 of NW1/4 S33 T34N 11W,-,Barron,,59074,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Langlade County Highway Department,Augustyn Pit,NE SW SEC 34 T33N R12E,AINSWORTH - T,Langlade,,34075,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Langlade County Highway Department,Begin Pit,NE SE SEC 34 T33N R10E,UPHAM - T,Langlade,,34079,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Langlade County Highway Department,Schroeder Pit,NE SE SEC 34 T31N R11E,ANTIGO - C,Langlade,,34077,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Langlade County Highway Department,White Lake Pit,SE NE SEC 18 T31N R14E,WOLF RIVER - T,Langlade,,34076,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Langlade County Highway Department Cuellar Pit,Cuellar Pit,SW SE Sec 21 T32N R12E,PRICE - T,Langlade,,34074,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Langlade County Highway Department Doucette Pit,Doucette Pit,SE SE SEC 15 T32N R11E,NEVA - T,Langlade,,34078,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Lannon Stone Products, Inc",SUSSEX QUARRY #326,N52W23096 Lisbon Rd,LISBON - T,Waukesha,268005650,3442,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
Larry Burns,Ringle Brick Yard,"CTH Q near Pine St intersection, area around Clay Pond",RINGLE - T,Marathon,737249920,37254,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Larry J Hansen,Hansen Pit,"T34N,R14W,S33",ALMENA - T,Barron,,33879,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Larry Johnson,Johnson Pit,1800 12th Ave,CUMBERLAND - T,Barron,,58872,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Larry L. Revels,Revels Quarry,18596 County Highway AA,SPARTA - C,Monroe,642035900,40626,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Larry Willmarth,Larry Willmarth Pit,"SW of the NEof T32N, R6W, Sec. 11",LAKE HOLCOMBE - T,Chippewa,,28488,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Larry Zimmerman Logging,Zimmerman Pit,"T33N,R1W, Govt Lot 6,7",WESTBORO - T,Taylor,,28888,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
LeRoy Spieles,Spieles Pit #25,"T33N, R2W, S14 Forest Road 112",WESTBORO - T,Taylor,,21938,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Leah & Christian Russo,Russo Homestead,S34 T24 R5E SEQ-Q SEQ,SHERRY - T,Wood,772151710,45572,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Leki Inc Ashland Construction,Kootz Pit,"T43N,R8W,Sec.35",IRON RIVER - T,Bayfield,,41683,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lenroot Town,Seeley Fire Lane pit,12215N Hwy 63,HAYWARD - C,Sawyer,858026950,59091,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lenroot Town,Shop pit,12215N Hwy 63,HAYWARD - C,Sawyer,858027060,59090,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lepke Trucking and Excavating,Lepke Property,Corner of CTY K and CTY O,HARMONY - T,Vernon,,44613,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Leroy Belter,Belter Property,"E1/2, SW1/4 & W1/2, SE1/4 & SE1/4, SE1/4, Sec 1, T21N, R9E",ALMOND - V,Portage,750052380,47739,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Leroy K Borth,Borth Pit,N7429 Trout Creek Road,IOLA - V,Waupaca,469028450,35994,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Les Buehler Trucking,Les Buehler Trucking Pit,"N4537 Highway 13, Medford Wisconsin",MEDFORD - T,Taylor,861000470,16896,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Leslie J. Manske,Manske Topsoil Pit,W4845 N. Chipmunk,STODDARD - V,Vernon,,37376,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Lester J Peetz,Peetz Pit,"E 1/2 of NE 1/4, Section 21, T33N, R14W",TURTLE LAKE - T,Barron,,37535,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Liberty Grove Town Quarry,Liberty Grove Town Quarry,11159 Mink River Road,LIBERTY GROVE - T,Door,,21327,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Liebers Excavating & Trucking,Liebers Excavating,NE SW Sec 21 T31N R6E,SCOTT - T,Lincoln,,58723,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lily Bay Sand & Gravel LLC,Lily Bay Road Quarry,"South of CTH T, West of Lily Bay Road",STURGEON BAY - T,Door,,42391,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lily Bay Sand and Gravel,Lily Bay Sand and Gravel,4508 E CTH T,SEVASTOPOL - T,Door,,66661,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc,Linck Aggregates Inc Priske Quarry,Town of Fountain Prairie,FOUNTAIN PRAIRIE - T,Columbia,111083940,30281,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc,Linck Aggregates Inc Westphal Quarry,Town of Columbus,COLUMBUS - T,Columbia,111084050,30280,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc,Linck Aggegates Inc Kohlhoff Quarry,W8876 SPRUCE RD,TRENTON - T,Dodge,114083860,30279,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc,Linck Aggregates Inc Wash Plant,N6855 NOBLE RD,HUBBARD - T,Dodge,114084630,30282,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc,Linck Aggregate Inc Grace Piel Borrow Pit #35,N6301 Noble Road,BEAVER DAM - C,Dodge,114117190,40117,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc Budde,Budde Quarry,W8242 COUNTY ROAD W,BEAVER DAM - T,Dodge,114001030,17936,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc Quarry Q #24,"Quarry ""Q"" #24",SE S17 T9N R15E,EMMET - T,Dodge,114003780,17935,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Linck Aggregates Inc Waupun Quarry,Linck Aggregates Inc Waupun Quarry,SE 1/4 S36 T14N R14E,ALTO - T,Fond Du Lac,420031700,28527,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lincoln County Highway Department,4 Mile Pit,4 Mile Drive,TOMAHAWK - T,Lincoln,,38034,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln County Highway Department,Figgie Pit,CTH V,BIRCH - T,Lincoln,,38029,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln County Highway Department,Peterson Pit,Axen Road,RUSSELL - T,Lincoln,,38028,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln County Highway Department,Spring Lake Pit,Spring Lake Rd,MERRILL - T,Lincoln,,38033,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln County Highway Department,Theis Rd Forestry Pit,Theis Road,HARRISON - T,Lincoln,,37987,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln County Highway Department,Wilderness Pit,STH 107,ROCK FALLS - T,Lincoln,,38035,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln County Solid Waste Department,Drew Clay Site,"NE1/4, Sec 29, T30N, R10E",HARRISON - T,Lincoln,,36182,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lincoln Town,Lincoln Twp. Pit,Lincoln Dr.,LINCOLN - T,Eau Claire,,34733,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Lincoln Town of,Town of Lincoln Pit,SE NW Sec 34 T33N R16W,LINCOLN - T,Polk,,58780,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Little Limestone, Inc.",LITTLE LIMESTONE INC,8609 East Little Lane,CLINTON - T,Rock,154138600,2817,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Loew Lawrence G Naragon Wilbur D LE Etal,Loew Pit,S8 T34N R21E,WAUSAUKEE - T,Marinette,,67715,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lonald G Jorgenson Quarry,Lonald G Jorgenson Quarry,Rural Route 1,WASHINGTON - T,Door,,20622,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lori Crabb,Crabb Pit #284,T31N R6W Sec5 SW SW & SE SW,LAKE HOLCOMBE - T,Chippewa,609026660,21677,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Lou Small Pit,Lou Small Pit,CTH W,WASHINGTON - T,Door,415013830,19402,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lucas A Brunner,CTY I,N 3406 CTY Rd I,CATAWBA - T,Price,,60878,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lutz Farms LLC,Lutz Pit,T23N R15E S13 SWSE,LIBERTY - T,Outagamie,,38671,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Luxemburg, Town of",Luxemburg Pit,south of CTH K & west of Lowell Rd.,LUXEMBURG - T,Kewaunee,,34986,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lycon Inc,Lycon Inc - Portage,"N5288 STH 78, Portage, WI 53901",PORTAGE - C,Columbia,111030370,19128,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Lycon Inc,Lycon Inc - Sauk City,"7532 HWY 12, Sauk City, WI 53583",ROXBURY - T,Dane,157057670,19127,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Lynda Cochart,Cochart Pit,N8824 Spruce Road,LINCOLN - T,Kewaunee,,64897,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Lynne Town,Indian Village Road Pit,Indian Village Road,LYNNE - T,Oneida,,39713,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Lynne Town of,Wilson Road Pit,"Wilson Road, NE NW Sec.8 T37N R4E",LYNNE - T,Oneida,,60378,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
M & G Properties LLC,Marten Road Pit,"Sec 6, T27N, R9E, Gov't Lot 21",REID - T,Marathon,,38951,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
M & J Sand & Gravel,M & J Sand & Gravel,W1536 Henn Road,ONEIDA - T,Outagamie,445178360,41933,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C INC Jenkins Pit,M C C Jenkins Pit,Hwy 54 and French Rd,SEYMOUR - T,Outagamie,,28384,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C INC Timms Pit,M C C Timms Pit,Mayflower Road and Cty O,ELLINGTON - T,Outagamie,,28394,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,M C C Behrend Pit,Pit Lane,CRIVITZ - V,Marinette,438030010,36906,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,M C C Skunk Hill Quarry,CTH C south of CTH S and north of Rock Road,FREEDOM - T,Outagamie,445181660,44618,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,M C C Lind Pit,E5596 County Road B,MANAWA - C,Waupaca,469017230,21323,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,M C C Evers Pit,Between N French Rd and E Broadway Dr,GRAND CHUTE - T,Outagamie,,38991,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,M C C Garvey Pit,T22N R18E S8,FREEDOM - T,Outagamie,,38992,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,Stiebs Pit,T23N R12E Sec36 SE SE&SW,SAINT LAWRENCE - T,Waupaca,,25187,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc,M C C Inc New London Quarry,N3144 County Road D,HORTONIA - T,Outagamie,445081120,3027,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Bean City,M C C Inc Bean City,Bean City Road,MUKWA - T,Waupaca,469017120,21321,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Beckert Pit,M C C Inc Beckert Pit,"N3144 County Road D, New London, WI 54961",MUKWA - T,Waupaca,469001720,3023,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Center Valley Quarry,M C C Inc Center Valley Quarry,6497 Center Valley Road,FREEDOM - T,Outagamie,445001590,15820,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
M C C Inc Delfosse,M C C Inc Delfosse,Center Valley Road,FREEDOM - T,Outagamie,445055490,21322,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
